name,st_stusps,lon,lat,population,pop,death_cause,deaths_dod,confirmed,confirmed_per_100k,deaths_covid,deaths_per_100k,crude_rate,rin_flag
Whitley,IN,-85.5051203514143,41.1393804054821,168088,33964,Suicide,26,3162,9309.85749617242,26,76.5516429160287,15.468088144305401,0
Delaware,IN,-85.3968998358106,40.2275455635644,579485,114135,Suicide,83,9222,8079.90537521356,135,118.280983046392,14.3230627194837,0
Floyd,IN,-85.9068125938241,38.3189311370458,384799,78522,Suicide,55,6542,8331.4230406765,114,145.182241919462,14.2931764375687,0
Greeley,KS,-101.80604412409001,38.4805639102106,6403,1232,Suicide,0,101,8198.051948051949,1,81.1688311688312,0.0,0
Fountain,IN,-87.24197108216231,40.1208983902319,82591,16346,Suicide,19,1854,11342.2243974061,27,165.178025204943,23.004927897712804,0
Grant,IN,-85.6547160102107,40.5158000829356,335912,65769,Suicide,58,6061,9215.58789095166,119,180.93630737885601,17.2664269213365,0
Gibson,IN,-87.58461346877571,38.311854181105396,168265,33659,Suicide,42,3783,11239.1930835735,60,178.258415282688,24.9606275814935,0
Harrison,IN,-86.11130682918801,38.1951715250525,198951,40515,Suicide,27,3547,8754.78217943972,47,116.00641737628,13.571180843524301,0
Knox,IN,-87.4180246740044,38.689069942253205,188012,36594,Suicide,35,3381,9239.21954418757,39,106.57484833579299,18.615833031934102,0
Audubon,IA,-94.9058178764511,41.684602025453,28329,5496,Suicide,12,428,7787.4818049490505,8,145.560407569141,42.3594196759504,0
Lucas,IA,-93.3277385496565,41.0293954975105,43209,8600,Suicide,0,671,7802.32558139535,10,116.279069767442,0.0,0
Jackson,IN,-86.0375397283592,38.9064164009853,219782,44231,Suicide,44,4297,9714.9058352739,48,108.521172933011,20.0198378393135,0
Jasper,IN,-87.1161183401252,41.0229875717725,167195,33562,Suicide,25,2937,8750.9683570705,35,104.284607591919,14.952600257184699,0
Jennings,IN,-85.6280343554002,38.996923297558,138892,27735,Suicide,38,2013,7257.977285018929,37,133.405444384352,27.3593871497278,0
Johnson,IN,-86.10159622311741,39.4899622420612,759275,158167,Suicide,102,15272,9655.61716413664,295,186.511724948946,13.4338678344473,0
Kosciusko,IN,-85.8607156434407,41.2440715073255,394826,79456,Suicide,48,8140,10244.6637132501,85,106.97744663713199,12.1572540815448,0
LaGrange,IN,-85.42649136538259,41.64262145135,194988,39614,Suicide,19,2309,5828.74741253092,63,159.034684707427,9.744189386013499,0
Lake,IN,-87.3822150594865,41.4171385442043,2433990,485493,Suicide,337,45884,9451.01165207325,695,143.153454323749,13.8455786589099,0
LaPorte,IN,-86.7399608929348,41.5459875384831,552379,109888,Suicide,88,9186,8359.42050087362,165,150.152882935352,15.931090790924301,0
Cerro Gordo,IA,-93.26081363601429,43.08155752775129,214994,42450,Suicide,39,4774,11246.17196702,72,169.611307420495,18.1400411174265,0
Marion,IN,-86.1384702727316,39.7817111936172,4719244,964582,Suicide,704,85133,8825.89556927249,1339,138.816606571551,14.9176435886765,0
Marshall,IN,-86.26175726749919,41.3248401676749,233266,46258,Suicide,43,5096,11016.472826321899,84,181.59021142288898,18.4338909228092,0
Grant,KS,-101.30801803038901,37.5622660322059,38057,7150,Suicide,0,904,12643.3566433566,14,195.804195804196,0.0,0
Martin,IN,-86.8030733714071,38.7080136552614,51032,10255,Suicide,0,752,7333.008288639691,13,126.76743052169701,0.0,0
Miami,IN,-86.0450497337529,40.7694563716566,179111,35516,Suicide,20,3267,9198.671021511429,45,126.703457596576,11.1662600286973,0
Morgan,IN,-86.4462307923077,39.481569626805204,348868,70489,Suicide,65,5544,7865.05695924187,96,136.191462497695,18.6316887762707,0
Newton,IN,-87.3975700753014,40.9558381239698,70229,13984,Suicide,12,929,6643.30663615561,21,150.171624713959,17.086958379017197,0
Noble,IN,-85.41749644845041,41.3986028366377,237973,47744,Suicide,27,4773,9997.067694369971,59,123.575737265416,11.3458249465275,0
Parke,IN,-87.20637911496479,39.7736346406986,84747,16937,Suicide,11,1315,7764.06683592136,8,47.233866682411296,12.9798104947668,0
Ohio,IN,-84.9650911161703,38.950078790921296,29577,5875,Suicide,0,497,8459.57446808511,7,119.14893617021299,0.0,0
Orange,IN,-86.4950613238064,38.541790572219,97481,19646,Suicide,14,1620,8245.95337473277,35,178.153313651634,14.3617730634688,0
Owen,IN,-86.8376705113298,39.3128048994584,104365,20799,Suicide,23,1686,8106.15894994952,38,182.70109139862498,22.038039572653698,0
Clarke,IA,-93.78515370107522,41.0290142850487,46582,9395,Suicide,0,823,8759.97871208089,9,95.79563597658328,0.0,0
Randolph,IN,-85.01144273910629,40.157587742986294,125411,24665,Suicide,16,2164,8773.56578147172,48,194.60774376647097,12.758051526580601,0
Perry,IN,-86.63802268360241,38.0796528541781,95950,19169,Suicide,16,1569,8185.09051072043,30,156.502686629454,16.6753517457009,0
Putnam,IN,-86.84499599236099,39.6662807827165,188120,37576,Suicide,43,3005,7997.12582499468,52,138.386203959974,22.8577503721029,0
Porter,IN,-87.0672587978034,41.460546233227205,840553,170389,Suicide,144,15024,8817.47061136576,173,101.53237591628599,17.1315788534453,0
Pike,IN,-87.2321627606262,38.398780033003995,62424,12389,Suicide,16,1195,9645.653402211641,26,209.863588667366,25.631167499679602,0
Pulaski,IN,-86.6987973868535,41.041853677475295,63519,12353,Suicide,0,980,7933.295555735451,37,299.522383226747,0.0,0
Posey,IN,-87.86845961108341,38.0218179317255,127663,25427,Suicide,22,2428,9548.90470759429,28,110.119164667479,17.2328709179637,0
Scott,IN,-85.7474802861683,38.6850742189832,118934,23873,Suicide,13,2282,9558.91593013027,39,163.36447032212098,10.930432004304901,0
Shelby,IN,-85.7916626294313,39.5237153064953,222369,44729,Suicide,40,4254,9510.60833016611,82,183.326253660936,17.988118847501198,0
Spencer,IN,-87.007669509587,38.014096395973,102885,20277,Suicide,12,1946,9597.08043596193,24,118.36070424619,11.663507799970802,0
Vanderburgh,IN,-87.5858162062646,38.0249605983948,908194,181451,Suicide,186,19794,10908.7301805997,256,141.084920997955,20.480205771013697,0
Vermillion,IN,-87.4639821172066,39.853826991064,78014,15498,Suicide,14,1509,9736.7402245451,34,219.383146212415,17.9454969620837,0
Clay,IA,-95.1509360438891,43.08257225781071,81659,16016,Suicide,16,1739,10857.8921078921,21,131.118881118881,19.5936761410255,0
Warren,IN,-87.3533018880393,40.3469371818491,41251,8265,Suicide,0,694,8396.85420447671,7,84.6944948578342,0.0,0
Wayne,IN,-85.0098382434736,39.8643823553559,333361,65884,Suicide,63,6213,9430.210673304591,164,248.922348369862,18.8984314301913,0
Wells,IN,-85.22119400260999,40.7291890733212,139965,28296,Suicide,18,2378,8404.01470172463,52,183.771557817359,12.8603579466295,0
Warrick,IN,-87.2720873654961,38.0921736495956,310641,62998,Suicide,47,6866,10898.7586907521,102,161.909901901648,15.130005375980598,0
White,IN,-86.86548809081872,40.7497598554414,121060,24102,Suicide,18,2762,11459.6299062318,43,178.408430835615,14.8686601685115,0
Washington,IN,-86.10530521705,38.5999979958937,139145,28036,Suicide,29,1901,6780.5678413468395,23,82.03738051077191,20.841568148334503,0
Adair,IA,-94.4709664054588,41.3307404899305,35891,7152,Suicide,0,698,9759.507829977629,20,279.642058165548,0.0,0
Dallas,IA,-94.03977090170679,41.684870115162894,419464,93453,Suicide,52,9197,9841.31060533102,72,77.0440756316009,12.396773024621902,0
Allamakee,IA,-91.378053325693,43.284282399149596,69524,13687,Suicide,10,1311,9578.43208884343,30,219.186088989552,14.3835222369254,0
Appanoose,IA,-92.8686187703517,40.7431700905196,62441,12426,Suicide,11,1136,9142.12135844198,40,321.905681635281,17.6166300988133,0
Clayton,IA,-91.3414292275032,42.8447201682061,88119,17549,Suicide,12,1547,8815.317112086159,49,279.218189070602,13.617948456065099,0
Davis,IA,-92.40971356477579,40.7476934358155,44393,9000,Suicide,0,707,7855.555555555559,21,233.333333333333,0.0,0
Decatur,IA,-93.7862840055863,40.737698908187205,40464,7870,Suicide,0,502,6378.653113087671,4,50.8259212198221,0.0,0
Marion,IA,-93.09944584583941,41.3344437114212,166360,33253,Suicide,29,3135,9427.72080714522,53,159.38411571888201,17.4320750180332,0
Crawford,IA,-95.3819870312755,42.037203745126206,85476,16820,Suicide,11,2364,14054.6967895363,24,142.68727705113,12.869109457625502,0
Clinton,IA,-90.5319656342773,41.898028676092295,236656,46429,Suicide,40,4637,9987.292424993,68,146.460186521355,16.9021702386586,0
Des Moines,IA,-91.18147573534729,40.923177863852295,198604,38967,Suicide,37,3997,10257.3972848821,43,110.34978314984501,18.630037662887002,0
Dickinson,IA,-95.15088080785749,43.377910958215196,85641,17258,Suicide,0,1896,10986.2092942404,29,168.038011357052,0.0,0
Dubuque,IA,-90.88245688962141,42.4688211365333,484393,97311,Suicide,59,11739,12063.384406696101,161,165.448921499111,12.1801925296195,0
Greene,IA,-94.3968340653807,42.0362415330677,45200,8888,Suicide,0,699,7864.536453645359,7,78.7578757875788,0.0,0
Fremont,IA,-95.60467613777901,40.745569624366,34819,6960,Suicide,0,529,7600.574712643679,6,86.20689655172409,0.0,0
Grundy,IA,-92.79142901258341,42.401865324027604,61760,12232,Suicide,10,1236,10104.643557881,28,228.907782864617,16.1917098445596,0
Edwards,KS,-99.3121571045855,37.887614607843105,14678,2798,Suicide,0,236,8434.596140100071,11,393.13795568263,0.0,0
Guthrie,IA,-94.50106211564251,41.6837461104704,53413,10689,Suicide,0,1048,9804.47188698662,24,224.52989054167801,0.0,0
Harrison,IA,-95.8168352117025,41.6828586821418,71008,14049,Suicide,13,1589,11310.413552566,62,441.312548935867,18.3077963046417,0
Henry,IA,-91.5445420513008,40.987986103537004,99870,19954,Suicide,18,2701,13536.1331061441,31,155.357321840233,18.0234304595975,0
Howard,IA,-92.31720101184601,43.35675952948711,46606,9158,Suicide,0,867,9467.13256169469,19,207.46887966805,0.0,0
Humboldt,IA,-94.2071600264913,42.7764600370015,47793,9558,Suicide,0,1079,11288.9725884076,19,198.786356978447,0.0,0
Iowa,IA,-92.0654957834792,41.6863208846468,81331,16184,Suicide,19,1292,7983.19327731092,22,135.936727632229,23.3613259396786,0
Jackson,IA,-90.5742502864608,42.1717354679093,97196,19439,Suicide,19,1969,10129.1218684089,32,164.617521477442,19.5481295526565,0
Jasper,IA,-93.0537542514885,41.6860291561014,184520,37185,Suicide,28,3358,9030.52306037381,59,158.666128815383,15.174506828528099,0
Jefferson,IA,-91.9488887023465,41.0317693029557,89773,18295,Suicide,22,1231,6728.614375512429,25,136.649357748019,24.506254664542798,0
Johnson,IA,-91.5881044028689,41.6715325382662,733555,151140,Suicide,85,12353,8173.21688500728,54,35.7284636760619,11.5874065339341,0
Jones,IA,-91.1314614758389,42.1212280963965,102639,20681,Suicide,10,2761,13350.4182583047,50,241.767806198927,9.742885258040321,0
Keokuk,IA,-92.1786386665391,41.33645750324779,50891,10246,Suicide,0,866,8452.07886004294,26,253.75756392738603,0.0,0
Kossuth,IA,-94.2067166102533,43.2041958050912,75408,14813,Suicide,0,1821,12293.2559238507,44,297.036386957402,0.0,0
Marshall,IA,-92.998789791779,42.035834470548295,202193,39369,Suicide,22,4343,11031.52226371,62,157.484315070233,10.8806931990722,0
Lee,IA,-91.47925470547291,40.6419998378854,173340,33657,Suicide,39,3303,9813.70888671005,33,98.047954363134,22.499134648667397,0
Linn,IA,-91.59902612566981,42.0789586982603,1109352,226706,Suicide,174,18248,8049.19146383422,280,123.507979497675,15.6848322263808,0
Montgomery,IA,-95.1563572581912,41.030147095158604,51020,9917,Suicide,0,901,9085.4088938187,24,242.00867197741297,0.0,0
Louisa,IA,-91.25960821528541,41.2185207852796,55841,11035,Suicide,11,1175,10647.9383778885,31,280.924331671953,19.698787629161398,0
Lyon,IA,-96.2102328825376,43.3805305805365,58785,11755,Suicide,0,1387,11799.234368353898,33,280.731603572948,0.0,0
Madison,IA,-94.01554263480172,41.3307114242979,79472,16338,Suicide,0,1268,7761.047863875629,10,61.207002081038105,0.0,0
Mills,IA,-95.62131842820659,41.0334300754671,74778,15109,Suicide,14,1394,9226.288966840959,17,112.515719107817,18.722084035411502,0
Mitchell,IA,-92.7890129594376,43.3563637939915,53574,10586,Suicide,0,1174,11090.1190251275,37,349.518231626677,0.0,0
Monona,IA,-95.9599005402373,42.0516426298091,44292,8615,Suicide,0,712,8264.65467208358,18,208.937899013349,0.0,0
Monroe,IA,-92.8690042318478,41.0297956867978,39479,7707,Suicide,12,830,10769.430387959,20,259.504346697807,30.395906684566498,0
Muscatine,IA,-91.1127070265745,41.483921360619796,214663,42664,Suicide,33,3978,9324.0202512657,79,185.167822988937,15.3729333886138,0
O'Brien,IA,-95.6249137871339,43.0837570408213,69701,13753,Suicide,0,1719,12499.091107394699,55,399.912746309896,0.0,0
Osceola,IA,-95.6236673233205,43.378579119367295,30521,5958,Suicide,0,651,10926.4853977845,11,184.62571332662,0.0,0
Page,IA,-95.15020276582291,40.7391325835138,76887,15107,Suicide,0,1491,9869.59687562057,15,99.2917190706295,0.0,0
Palo Alto,IA,-94.6781319209072,43.082088832847205,45300,8886,Suicide,11,926,10420.8867882062,11,123.790231825343,24.2825607064018,0
Pocahontas,IA,-94.67874432702361,42.734164449164,34618,6619,Suicide,0,788,11905.12161958,11,166.188245958604,0.0,0
Plymouth,IA,-96.21413283323228,42.7378125245855,125189,25177,Suicide,13,3542,14068.3957580331,70,278.031536720022,10.384298940002699,0
Poweshiek,IA,-92.5314527934935,41.6864427524872,92764,18504,Suicide,0,1366,7382.18763510592,24,129.70168612192,0.0,1
Polk,IA,-93.5735319594006,41.6854991011709,2370652,490161,Suicide,336,47357,9661.51937832671,465,94.866788667397,14.1733160328888,0
Ringgold,IA,-94.24398812347559,40.7351651883204,25189,4894,Suicide,0,466,9521.86350633429,11,224.765018389865,0.0,0
Sac,IA,-95.10535234292169,42.386238788094204,49468,9721,Suicide,0,1136,11686.0405308096,15,154.30511264273198,0.0,0
Pottawattamie,IA,-95.54229497238849,41.3366228309274,467300,93206,Suicide,81,9223,9895.28571122031,115,123.382614853121,17.3336186603895,0
Sioux,IA,-96.177851306945,43.0826320986186,174285,34855,Suicide,0,4614,13237.6990388753,57,163.534643523167,0.0,0
Haskell,KS,-100.871179394769,37.562222827942904,20226,3968,Suicide,0,400,10080.6451612903,6,151.209677419355,0.0,0
Shelby,IA,-95.3101778898982,41.685090948976494,58881,11454,Suicide,0,1085,9472.67330190327,27,235.725510738607,0.0,0
Scott,IA,-90.6232388340498,41.6370911969935,861779,172943,Suicide,135,16057,9284.561965503091,172,99.4547336405637,15.665269169938,0
Taylor,IA,-94.69642274171758,40.7373970879884,30933,6121,Suicide,0,606,9900.34308119588,9,147.034798235582,0.0,0
Union,IA,-94.24234882958392,41.027728022295605,62214,12241,Suicide,15,1131,9239.44122212238,23,187.893145984805,24.110328864885698,0
Van Buren,IA,-91.94996628035358,40.7532180987158,36260,7044,Suicide,0,510,7240.20442930153,15,212.947189097104,0.0,0
Wapello,IA,-92.4094650510003,41.030581366853106,175616,34969,Suicide,37,3551,10154.7084560611,98,280.248219851869,21.068695335277,0
Gray,KS,-100.43788360072901,37.7381820275618,30240,5988,Suicide,0,541,9034.73613894456,12,200.400801603206,0.0,0
Winneshiek,IA,-91.843674751882,43.2906200220828,102268,19991,Suicide,10,1629,8148.66690010505,20,100.045020259117,9.778229749286188,0
Warren,IA,-93.56135410821959,41.3343707148343,247492,51466,Suicide,38,4670,9073.9517351261,39,75.7781836552287,15.3540316454673,0
Washington,IA,-91.7178598502997,41.335606315076106,111020,21965,Suicide,19,2251,10248.1220122923,33,150.239016617346,17.114033507476098,0
Wayne,IA,-93.32736004849909,40.7394999252378,32109,6441,Suicide,0,422,6551.77767427418,21,326.036329762459,0.0,0
Woodbury,IA,-96.04477464459801,42.3897036247893,512800,103107,Suicide,69,13177,12779.9276479773,182,176.515658490694,13.455538221528899,0
Worth,IA,-93.2608534388067,43.3773759828539,37687,7381,Suicide,0,625,8467.687305243191,4,54.193198753556395,0.0,0
Wright,IA,-93.7351375039025,42.733083899084,63866,12562,Suicide,0,1678,13357.745581913701,24,191.05238019423697,0.0,0
Allen,KS,-95.30135940483049,37.88572095021539,63303,12369,Suicide,10,959,7753.25410299943,12,97.01673538685421,15.797039634772402,0
Atchison,KS,-95.3134873125335,39.5317519285756,81816,16073,Suicide,14,1419,8828.47010514528,12,74.65936663970629,17.1115674195756,0
Barber,KS,-98.68482281643058,37.2288596280936,23466,4427,Suicide,0,353,7973.797153828779,7,158.12062344703,0.0,0
Barton,KS,-98.7564585523162,38.478963200300996,133850,25779,Suicide,24,2492,9666.783040459291,40,155.165056829202,17.930519237952897,0
Bourbon,KS,-94.84932868796619,37.855203267533604,73508,14534,Suicide,11,1205,8290.90408696849,20,137.608366588689,14.9643576209392,0
Russell,KS,-98.7623871895227,38.9148056422541,34805,6856,Suicide,0,796,11610.268378063001,21,306.301050175029,0.0,0
Brown,KS,-95.5642076035178,39.8264878756829,48514,9564,Suicide,0,1172,12254.286909243001,33,345.04391468004997,0.0,0
Butler,KS,-96.83904179782971,37.781238190783604,333636,66911,Suicide,75,6710,10028.246476663,59,88.17683191104601,22.479588533611498,0
Chase,KS,-96.59394880644979,38.302036563986704,13352,2648,Suicide,0,232,8761.32930513595,3,113.29305135951701,0.0,0
Chautauqua,KS,-96.2453827731377,37.150025458144796,16929,3250,Suicide,0,234,7200.0,4,123.07692307692301,0.0,0
Coffey,KS,-95.7341048003065,38.2368635055941,41707,8179,Suicide,0,618,7555.935933488199,14,171.170069690671,0.0,0
Cherokee,KS,-94.8462864187564,37.1693243930692,101696,19939,Suicide,19,2169,10878.178444255,36,180.550679572697,18.6831340465702,0
Clark,KS,-99.820303986353,37.235512535222,10321,1994,Suicide,0,228,11434.302908726202,6,300.902708124373,0.0,0
Clay,KS,-97.16517645779942,39.3497228785965,40762,8002,Suicide,0,736,9197.70057485629,23,287.428142964259,0.0,0
Cloud,KS,-97.6492578730064,39.48029327799821,45474,8786,Suicide,0,947,10778.5112679262,24,273.161848395174,0.0,0
Comanche,KS,-99.27184408536141,37.1912629694669,9197,1700,Suicide,0,151,8882.35294117647,5,294.117647058824,0.0,0
Cowley,KS,-96.83752845410321,37.2377091888645,178083,34908,Suicide,30,3375,9668.27088346511,61,174.745044115962,16.8460773908795,0
Crawford,KS,-94.8518155940377,37.507316476645606,195724,38818,Suicide,30,4166,10732.134576742701,56,144.262970786748,15.32770636202,1
Decatur,KS,-100.459939072815,39.7847375119659,14428,2827,Suicide,0,251,8878.66996816413,9,318.358684117439,0.0,0
Dickinson,KS,-97.1526978269413,38.866486801514796,95380,18466,Suicide,16,1591,8615.83450666089,24,129.96859092386,16.7750052421891,0
Douglas,KS,-95.29259106013191,38.8846679909386,596307,122259,Suicide,92,7940,6494.409409532221,63,51.52994871543199,15.428294485894,0
Doniphan,KS,-95.146798689693,39.7880604000237,38744,7600,Suicide,0,880,11578.9473684211,12,157.894736842105,0.0,0
Elk,KS,-96.2441548487459,37.4536864721335,12852,2530,Suicide,0,158,6245.05928853755,2,79.0513833992095,0.0,0
Ellis,KS,-99.31726625504808,38.914733130304796,144334,28553,Suicide,19,3448,12075.7888838301,61,213.637796378664,13.163911483087801,0
Ellsworth,KS,-98.20476048074009,38.6966385339844,31589,6102,Suicide,0,1157,18960.9963946247,18,294.985250737463,0.0,0
Finney,KS,-100.73699850189001,38.044282109415605,184719,36467,Suicide,24,5863,16077.549565360501,67,183.727753859654,12.9927078427233,0
Ford,KS,-99.88795653621149,37.69171750246171,171571,33619,Suicide,33,5446,16199.173086647399,51,151.699931586305,19.2340197352699,0
Franklin,KS,-95.2859474665604,38.564530527546104,128144,25544,Suicide,16,2243,8780.927027873471,29,113.529595991231,12.4859533025347,0
Geary,KS,-96.7525303867292,39.0024162617001,175778,31670,Suicide,43,2692,8500.15787811809,17,53.678560151563,24.462674509893198,0
Gove,KS,-100.482966749236,38.916091739749795,13199,2636,Suicide,0,365,13846.7374810319,19,720.789074355083,0.0,0
Graham,KS,-99.88322903036931,39.3497271921529,12708,2482,Suicide,0,242,9750.201450443192,5,201.450443190975,0.0,0
Greenwood,KS,-96.2326122179414,37.8778247101812,30901,5982,Suicide,0,521,8709.4617184888,9,150.451354062187,0.0,0
Hamilton,KS,-101.791240569402,37.9991230047969,12860,2539,Suicide,0,199,7837.73139031115,0,0.0,0.0,0
Harper,KS,-98.0754831271809,37.1916225845605,28416,5436,Suicide,12,562,10338.4841795438,19,349.521707137601,42.229729729729705,0
Harvey,KS,-97.4272328635256,38.043213759815295,173560,34429,Suicide,23,3202,9300.29916640042,39,113.27659821661999,13.251901359760302,0
Hodgeman,KS,-99.8979261293054,38.087493166125995,9339,1794,Suicide,0,177,9866.22073578595,5,278.70680044593104,0.0,0
Jackson,KS,-95.79366875452119,39.416824635408396,66766,13171,Suicide,0,1247,9467.77010097943,11,83.516817250019,0.0,0
Jefferson,KS,-95.38343918962299,39.2357628463881,94655,19043,Suicide,24,1510,7929.42288504962,26,136.533109279,25.355237441234003,0
Jewell,KS,-98.2183395468478,39.784733186453096,14605,2879,Suicide,0,184,6391.10802361931,3,104.202848211184,0.0,0
Labette,KS,-95.29757070000281,37.1913078531897,102316,19618,Suicide,20,2413,12299.9286369661,10,50.9735956774391,19.547284882129897,0
Kearny,KS,-101.319882955637,38.0002324999762,19691,3838,Suicide,0,546,14226.159458051101,11,286.607608129234,0.0,0
Kingman,KS,-98.13633586716959,37.5588983796363,37522,7152,Suicide,10,658,9200.22371364653,12,167.785234899329,26.651031394914998,0
Johnson,KS,-94.8223167667871,38.8837663710876,2927615,602401,Suicide,456,49220,8170.63716693697,645,107.07153540581801,15.575818541714,0
Kiowa,KS,-99.28607727026751,37.558229735378205,12561,2475,Suicide,0,222,8969.69696969697,4,161.616161616162,0.0,0
Lane,KS,-100.466425098241,38.4813333389227,8112,1535,Suicide,0,119,7752.442996742671,7,456.026058631922,0.0,0
Lincoln,KS,-98.20769052920929,39.0453086891632,15411,2962,Suicide,0,247,8338.96016205267,4,135.043889264011,0.0,0
Leavenworth,KS,-95.0379873427479,39.1993086671323,400763,81758,Suicide,75,6117,7481.83663983953,55,67.2717042980504,18.7143024680422,0
Linn,KS,-94.84297032065908,38.2122606656605,48072,9703,Suicide,0,701,7224.56972070494,4,41.2243635988869,0.0,0
Lyon,KS,-96.1526473321963,38.4561984523734,166859,33195,Suicide,27,3840,11568.0072300045,69,207.86262991414398,16.1813267489317,1
McPherson,KS,-97.6480195207327,38.3916531745845,144231,28542,Suicide,26,2901,10163.9688879546,63,220.727349169645,18.0266378240461,0
Marion,KS,-97.09688686837391,38.35886741141061,60359,11884,Suicide,0,939,7901.380006731741,10,84.1467519353753,0.0,0
Marshall,KS,-96.5229406089187,39.783566762909295,49245,9707,Suicide,10,902,9292.26331513341,20,206.03688060162798,20.3066301147325,0
Meade,KS,-100.36625100048,37.2381319505196,21352,4033,Suicide,0,476,11802.6283163898,7,173.56806347632,0.0,0
Miami,KS,-94.83809568214892,38.563531905684,165480,34237,Suicide,38,2452,7161.84245114934,27,78.8620498291322,22.963500120860502,0
Mitchell,KS,-98.2093697891757,39.393266421510795,31087,5979,Suicide,0,539,9014.885432346551,11,183.97725372135798,0.0,0
Montgomery,KS,-95.742879010033,37.1925211895686,164801,31829,Suicide,26,2966,9318.54598008106,45,141.380502057872,15.7766032973101,0
Morris,KS,-96.64990012159821,38.6874155785564,27892,5620,Suicide,0,499,8879.00355871886,17,302.491103202847,0.0,0
Morton,KS,-101.799249058331,37.1913884491104,14372,2587,Suicide,0,227,8774.64244298415,8,309.238500193274,0.0,0
Pottawatomie,KS,-96.34237183210729,39.379005053048104,118041,24383,Suicide,17,1472,6036.992986917111,13,53.3158348029365,14.401775654221801,0
Nemaha,KS,-96.01408047999719,39.7834115235789,50889,10231,Suicide,0,1415,13830.5151011631,50,488.710780959828,0.0,0
Neosho,KS,-95.30679410545142,37.5584954327406,80874,16007,Suicide,0,1576,9845.69250952708,16,99.9562691322546,0.0,0
Ness,KS,-99.9161527727777,38.4794284104065,14781,2750,Suicide,0,325,11818.1818181818,15,545.4545454545449,0.0,0
Norton,KS,-99.903485411262,39.78438554894029,27474,5361,Suicide,0,1183,22066.778586084703,26,484.984144749114,0.0,0
Osage,KS,-95.7269073214219,38.6523209068827,79339,15949,Suicide,12,1059,6639.91472819612,16,100.319769264531,15.1249700651634,0
Osborne,KS,-98.7679472845605,39.3503303422879,18166,3421,Suicide,0,270,7892.42911429407,3,87.6936568254896,0.0,0
Ottawa,KS,-97.6502115374918,39.1325316154449,29625,5704,Suicide,0,525,9204.06732117812,10,175.31556802244,0.0,0
Pawnee,KS,-99.23672224318979,38.181324731174996,33739,6414,Suicide,0,1107,17259.1206735267,10,155.908949173683,0.0,0
Phillips,KS,-99.3470088590085,39.7845637415208,27076,5234,Suicide,0,650,12418.8001528468,17,324.799388612916,0.0,0
Pratt,KS,-98.73962276229321,37.6477317804501,48050,9164,Suicide,12,780,8511.56700130947,23,250.98210388476602,24.973985431841804,0
Rawlins,KS,-101.075850487361,39.7851876569461,12644,2530,Suicide,0,285,11264.8221343874,6,237.15415019762798,0.0,0
Reno,KS,-98.0859867436759,37.9529588478999,315584,61998,Suicide,53,7979,12869.7699925804,114,183.876899254815,16.7942607990266,0
Republic,KS,-97.6506175537793,39.8277640712226,23582,4636,Suicide,0,642,13848.1449525453,10,215.703192407248,0.0,0
Rice,KS,-98.2009873668469,38.347175951336105,49014,9537,Suicide,18,975,10223.3406731677,5,52.4273880675265,36.7242012486228,0
Saline,KS,-97.64995458753259,38.783811214141394,275723,54224,Suicide,52,5501,10144.9542637946,94,173.35497196813202,18.8595075492433,0
Scott,KS,-100.90685975717501,38.4821737016267,24934,4823,Suicide,0,554,11486.626580966202,14,290.27576197387503,0.0,0
Riley,KS,-96.7351567868329,39.29656769317889,371659,74232,Suicide,45,5885,7927.84782842979,30,40.4138376980278,12.107873077202498,0
Rooks,KS,-99.3250119165744,39.350225780859795,25461,4920,Suicide,0,598,12154.471544715401,11,223.57723577235802,0.0,0
Sedgwick,KS,-97.46098502204741,37.6847683164151,2559666,516042,Suicide,470,49433,9579.25905255774,517,100.185643804186,18.3617706372628,0
Seward,KS,-100.85134443991501,37.193329161722495,113265,21428,Suicide,14,3697,17253.1267500467,33,154.004106776181,12.36039376683,0
Shawnee,KS,-95.7565292963104,39.041514307529795,890963,176875,Suicide,193,14976,8466.9964664311,269,152.08480565371,21.6619545368326,0
Sheridan,KS,-100.44183950253701,39.3503474390077,12620,2521,Suicide,0,419,16620.388734629098,9,357.001190003967,0.0,0
Smith,KS,-98.7854697256262,39.7851669372399,18376,3583,Suicide,0,246,6865.7549539492,2,55.81914596706671,0.0,0
Stafford,KS,-98.7174259386958,38.030981144120396,21126,4156,Suicide,0,317,7627.52646775746,8,192.49278152069303,0.0,0
Stanton,KS,-101.78421666469299,37.5630049846953,10292,2006,Suicide,0,172,8574.27716849452,6,299.102691924227,0.0,0
Sumner,KS,-97.4765427738525,37.237312371070104,116490,22836,Suicide,19,1851,8105.62270099842,35,153.26677176388202,16.3104129109795,0
Thomas,KS,-101.05556039582899,39.3509175524102,39186,7777,Suicide,0,1011,12999.871415713,17,218.593287900219,0.0,0
Trego,KS,-99.87283476983829,38.9143095088751,14378,2803,Suicide,0,371,13235.818765608301,6,214.05636817695301,0.0,0
Wallace,KS,-101.76361597256901,38.9166812079314,7548,1518,Suicide,0,166,10935.441370224,4,263.504611330698,0.0,0
Wabaunsee,KS,-96.20499592102689,38.9532699335875,34637,6931,Suicide,0,603,8700.04328379743,12,173.13518972731202,0.0,0
Washington,KS,-97.08753438664351,39.784178670370004,27647,5406,Suicide,0,485,8971.513133555309,7,129.48575656677798,0.0,0
