name,st_name,crude_rate,deaths_per_100k
Bremer,Iowa,,191.52501795547002
Rabun,Georgia,21.8044384145751,204.23644745288001
Buchanan,Iowa,,113.341204250295
Richmond,Georgia,23.2105554464461,161.96091211645398
Livingston,Illinois,20.722111037795997,204.780071813285
Rockdale,Georgia,14.9931411973478,121.017426509417
Stewart,Georgia,,256.758797764688
Seminole,Georgia,,185.414091470952
Tift,Georgia,8.355245373897231,243.57838795394198
Spalding,Georgia,17.8832960764665,188.89705110714698
Benewah,Idaho,21.8952531091259,64.53000645300071
Sumter,Georgia,6.57981313330701,287.901368378269
Montgomery,Indiana,20.9075988668081,140.852417966508
Telfair,Georgia,,283.732660781841
Talbot,Georgia,,209.846650524617
Turner,Georgia,,350.657482780213
Logan,Illinois,17.694658254898396,213.15256132503998
Taliaferro,Georgia,,0.0
Tattnall,Georgia,18.214936247723102,174.00933322787301
Kootenai,Idaho,12.060301507537698,98.9758414455301
Fremont,Idaho,,106.87838766318
Lewis,Idaho,,156.331422615946
Taylor,Georgia,,236.907730673317
Thomas,Georgia,7.57248426482314,215.968144698657
Terrell,Georgia,,433.712343218849
Blaine,Idaho,,60.8140393553712
Toombs,Georgia,15.486154640315599,294.44651509504297
Troup,Georgia,14.6107942255849,227.396241526272
Boise,Idaho,,25.5395224109309
Bingham,Idaho,12.3010416346327,123.90250154878099
Towns,Georgia,,332.308714796046
McDonough,Illinois,6.452154051630139,171.82130584192402
Upson,Georgia,9.900311479030382,364.741641337386
Lincoln,Idaho,,186.35855385762198
Mahaska,Iowa,,167.458701063589
Washington,Georgia,,235.594385000491
Treutlen,Georgia,,260.831763512534
Tipton,Indiana,19.7057277982133,217.850541325588
Twiggs,Georgia,,332.512315270936
Union,Indiana,58.533322184129105,99.2344768925432
Union,Georgia,16.573766344786698,212.149647097222
Walton,Georgia,17.7265284145171,154.345458966308
Ware,Georgia,17.9599717130445,307.830077797056
Jefferson,Idaho,,66.9545713233571
Warren,Georgia,,171.298058622002
Wayne,Georgia,20.775808916173002,203.829318007151
White,Georgia,15.214805388807399,188.323917137476
Switzerland,Indiana,24.567238642376598,46.5073016463585
Wilkes,Georgia,20.2511138112596,163.649381200777
Whitfield,Georgia,11.706747884629,161.524639675804
Iroquois,Illinois,20.5142715665122,213.911632367043
Wilcox,Georgia,,474.81181239142995
Hawaii,Hawaii,11.409174389735401,26.3010326877174
Honolulu,Hawaii,13.4293596497623,33.0404499247355
Henry,Illinois,6.48240432376368,161.511254676671
Wilkinson,Georgia,,234.532052713871
Kalawao,Hawaii,,0.0
Kauai,Hawaii,10.877720476053698,1.3832597900211598
Maui,Hawaii,13.1879991627435,14.932772657495999
Worth,Georgia,12.594580455148801,251.889168765743
Bear Lake,Idaho,,32.6530612244898
Boundary,Idaho,,81.6659861167824
Bonner,Idaho,9.334148515637029,56.8442685673058
Bonneville,Idaho,20.4483341720114,114.22620147486201
Butte,Idaho,,38.5059684251059
Minidoka,Idaho,12.626998465334001,123.580018061695
Canyon,Idaho,8.94103341405361,110.942401315646
Latah,Idaho,12.764740722586401,14.95960905555
Vigo,Indiana,14.844944554132098,172.83581531792402
Nez Perce,Idaho,15.406252950794402,111.364086319541
Cassia,Idaho,11.009671573028,91.5522263836871
Owyhee,Idaho,,202.994163917787
Jerome,Idaho,,73.73422906767159
Clark,Idaho,,0.0
Champaign,Illinois,14.0832251543646,51.0279509177878
Payette,Idaho,14.715556940549199,112.730157404701
Franklin,Idaho,,86.48025367541081
Gem,Idaho,15.1312343595414,149.072438162544
Madison,Idaho,,52.6223469566743
Gooding,Idaho,,144.937084129389
Oneida,Idaho,,66.2105495475612
Power,Idaho,,78.1148287983335
Adams,Illinois,13.8344200370522,206.311606938183
Boone,Illinois,17.5342383984898,149.409831166891
Teton,Idaho,,32.9435018942514
Johnson,Illinois,,120.80212611741999
Valley,Idaho,21.091787624873,35.1123595505618
Twin Falls,Idaho,15.310711756712802,136.973687239577
Washington,Idaho,,196.19383951343897
Alexander,Illinois,,138.86478042006598
Brown,Illinois,,182.426269382791
Bureau,Illinois,15.566811557758902,260.512443300233
Coles,Illinois,10.3429254389997,169.889966614646
Carroll,Illinois,,230.68857042992002
Calhoun,Illinois,,105.507491031863
Cass,Illinois,,263.43953239483
Clark,Illinois,,233.145521663105
Christian,Illinois,18.606772865323,244.551758296186
Clay,Illinois,,310.983009708738
Crawford,Illinois,10.429377470458801,198.210746236674
Clinton,Illinois,7.95228628230616,231.617059794473
DuPage,Illinois,12.9121550214855,128.179985069145
Edgar,Illinois,,308.839811199814
Edwards,Illinois,,140.734949179046
Effingham,Illinois,10.5007087978439,214.65537520583402
Buena Vista,Iowa,,158.002038735984
Fulton,Illinois,13.544323799634302,145.602795573675
Franklin,Illinois,29.6229710818513,187.163690244093
Grundy,Illinois,16.603349923506,107.72907117953501
Greene,Illinois,22.7320946867517,331.55987354460603
Butler,Iowa,,166.216496987326
Hamilton,Illinois,,209.462789551503
Wichita,Kansas,,235.960358659745
Hancock,Illinois,,208.945109555003
Hardin,Illinois,,261.711593823606
Henderson,Illinois,,240.74631357207298
Jackson,Illinois,20.7757176137215,123.348017621145
Jasper,Illinois,,166.493236212279
Jefferson,Illinois,19.8593124496985,286.593779853519
Jersey,Illinois,37.9211961428726,284.756349607312
Cheyenne,Kansas,,414.000752728641
Jo Daviess,Illinois,,117.730162467624
Calhoun,Iowa,,93.0906081919735
Kane,Illinois,10.9073771857538,134.484591559401
Kankakee,Illinois,21.018643174105,171.123773461251
Kendall,Illinois,11.7074797965785,65.1213272346694
McLean,Illinois,13.876634407346302,102.613735081654
Lake,Illinois,11.8868361820506,134.092328454421
Audubon,Iowa,,145.560407569141
LaSalle,Illinois,24.244047091347603,231.89686111034402
McHenry,Illinois,17.0854441111087,85.4523124110549
Macon,Illinois,16.5191208824214,175.946312338355
Madison,Illinois,31.3154679592327,187.09643071727902
Mason,Illinois,,306.90919979040297
Marion,Illinois,23.0883865415696,303.72261792769797
Marshall,Illinois,,131.141808008393
Carroll,Iowa,,168.608975948425
Menard,Illinois,19.3351916600873,81.9940964250574
Mercer,Illinois,,200.81622076828398
Monroe,Illinois,9.99406235119135,204.983110546525
Montgomery,Illinois,17.980636237897603,214.68290279439702
St. Joseph,Indiana,22.2072853264805,141.634722212003
Morgan,Illinois,11.058856397839401,276.308752748232
Moultrie,Illinois,,193.090131715054
Ogle,Illinois,14.785819620782599,146.12088541358102
Starke,Indiana,40.045617181310895,191.345944770602
Peoria,Illinois,21.4709090869659,142.315784773885
Perry,Illinois,16.8175575300614,301.204819277108
Cass,Iowa,,342.785914615145
Pope,Illinois,,71.82188173330141
Pike,Illinois,12.5955688788684,308.463466358203
Vermilion,Illinois,24.755254749436002,157.079120356926
Putnam,Illinois,,52.2739153162572
Pulaski,Illinois,,56.232427366448
Randolph,Illinois,18.419485359579102,245.42193694544102
Richland,Illinois,,296.525494746342
Saline,Illinois,22.2267956369623,242.646119790558
Rock Island,Illinois,6.61827056317346,219.200868345562
Wayne,Illinois,,271.353684859698
St. Clair,Illinois,21.427301421344303,177.907164806728
Union,Illinois,12.8043953997299,192.15756920675
Sangamon,Illinois,19.6553624691998,127.907454590285
Tazewell,Illinois,18.337791056525102,194.229266405165
Adams,Indiana,10.2197240674502,103.41839729435101
Schuyler,Illinois,,251.182033096927
Scott,Illinois,,20.1979398101394
Steuben,Indiana,8.145881093409981,132.971035439672
Cherokee,Iowa,,240.320427236315
Wabash,Illinois,,130.208333333333
Whitley,Indiana,7.139117605064009,76.5516429160287
Warren,Illinois,,267.15744478746103
Greeley,Kansas,,81.1688311688312
Washington,Illinois,16.952504732574198,187.22546266292198
White,Illinois,,243.776316761469
Whiteside,Illinois,14.1725866742254,318.985047575895
Williamson,Illinois,19.9157001111712,180.18829677012502
Will,Illinois,16.4482177036199,129.860165068629
Winnebago,Illinois,36.4945132386993,150.050252678963
Woodford,Illinois,10.783442793836,182.01201279284402
Allen,Indiana,19.373988127361,148.16806793585
Clay,Indiana,12.9040093516115,122.020972354623
Clark,Indiana,38.6208894183935,122.567665804467
Clinton,Indiana,19.0876121397213,138.8931757153
Cedar,Iowa,,102.00246953347299
Daviess,Indiana,7.88528726708075,227.879224011274
Crawford,Indiana,18.939035245544602,85.0902902524345
Dubois,Indiana,8.4713456732602,191.87570198427602
Decatur,Indiana,15.768843768303098,312.51176625626
Dearborn,Indiana,30.2906692622405,90.98629139876259
DeKalb,Indiana,11.2264945270839,149.511213341001
Delaware,Indiana,35.5488062676342,118.280983046392
Floyd,Indiana,30.145608486508497,145.182241919462
Fountain,Indiana,16.9509995035779,165.178025204943
Franklin,Indiana,28.978889318205802,145.003954653309
Grant,Kansas,,195.804195804196
Gibson,Indiana,6.537307223724481,178.258415282688
Grant,Indiana,33.9374598109029,180.93630737885601
Hendricks,Indiana,14.7724789957694,147.964605926804
Harrison,Indiana,22.115998411669196,116.00641737628
Knox,Indiana,11.70138076293,106.57484833579299
Lucas,Iowa,,116.279069767442
Humboldt,Iowa,,198.786356978447
Jackson,Indiana,34.5797199042688,108.521172933011
Monroe,Iowa,,259.504346697807
Jasper,Indiana,15.550704267472101,104.284607591919
Jennings,Indiana,33.8392420009792,133.405444384352
Johnson,Indiana,20.6776200981199,186.511724948946
Kosciusko,Indiana,14.436739221834399,106.97744663713199
LaGrange,Indiana,5.1285207294807895,159.034684707427
Lake,Indiana,24.6919666884416,143.153454323749
LaPorte,Indiana,24.258706431634803,150.152882935352
Cerro Gordo,Iowa,15.814394820320599,169.611307420495
Marion,Indiana,32.886623365945894,138.816606571551
Marshall,Indiana,10.2886833057539,181.59021142288898
Martin,Indiana,,126.76743052169701
Miami,Indiana,14.516138037306499,126.703457596576
Morgan,Indiana,28.664136578878,136.191462497695
Newton,Indiana,29.9021771632801,150.171624713959
Noble,Indiana,8.824530513965868,123.575737265416
Parke,Indiana,,47.233866682411296
Mitchell,Iowa,,349.518231626677
Ohio,Indiana,33.8100551103898,119.14893617021299
Orange,Indiana,10.2584093310491,178.153313651634
Owen,Indiana,11.498107603123698,182.70109139862498
Chickasaw,Iowa,,100.56146819743601
Randolph,Indiana,40.66628924097571,194.60774376647097
Perry,Indiana,11.464304325169401,156.502686629454
Shelby,Indiana,19.3372277610638,183.326253660936
Putnam,Indiana,12.226238571124801,138.386203959974
Porter,Indiana,24.031798113860802,101.53237591628599
Pike,Indiana,,209.863588667366
Pulaski,Indiana,33.0609738818306,299.522383226747
Posey,Indiana,7.83312314452895,110.119164667479
Scott,Indiana,52.1297526359157,163.36447032212098
Clay,Iowa,,131.118881118881
Sullivan,Indiana,17.2718200660167,159.659393294305
Edwards,Kansas,,393.13795568263
Spencer,Indiana,,118.36070424619
Clarke,Iowa,,95.79563597658328
Vanderburgh,Indiana,25.3249856308234,141.084920997955
Vermillion,Indiana,16.6636757505063,219.383146212415
Warren,Indiana,,84.6944948578342
Wayne,Indiana,59.695045311239205,248.922348369862
Warrick,Indiana,6.43830015999176,161.909901901648
Wells,Indiana,15.0037509377344,183.771557817359
White,Indiana,20.6509169007104,178.408430835615
Washington,Indiana,28.0283157856912,82.03738051077191
Adair,Iowa,,279.642058165548
Adams,Iowa,,83.28706274292058
Dallas,Iowa,4.529590143611849,77.0440756316009
Allamakee,Iowa,,219.186088989552
Appanoose,Iowa,,321.905681635281
Benton,Iowa,,194.96977968414902
Clayton,Iowa,,279.218189070602
Davis,Iowa,,233.333333333333
Decatur,Iowa,,50.8259212198221
Marion,Iowa,12.0221207020918,159.38411571888201
Crawford,Iowa,,142.68727705113
Clinton,Iowa,8.45108511932932,146.460186521355
Des Moines,Iowa,11.077319691446302,110.34978314984501
Dickinson,Iowa,,168.038011357052
Dubuque,Iowa,10.322197058999599,165.448921499111
Greene,Iowa,,78.7578757875788
Fremont,Iowa,,86.20689655172409
Grundy,Iowa,,228.907782864617
Guthrie,Iowa,,224.52989054167801
Hamilton,Iowa,,203.07317403371002
Harrison,Iowa,,441.312548935867
Henry,Iowa,,155.357321840233
Howard,Iowa,,207.46887966805
Iowa,Iowa,,135.936727632229
Jackson,Iowa,,164.617521477442
Jasper,Iowa,11.3808801213961,158.666128815383
Jefferson,Iowa,,136.649357748019
Johnson,Iowa,6.67979906073846,35.7284636760619
Jones,Iowa,,241.767806198927
Keokuk,Iowa,,253.75756392738603
Kossuth,Iowa,,297.036386957402
Marshall,Iowa,,157.484315070233
Lee,Iowa,13.2687204338295,98.047954363134
Linn,Iowa,10.456554817587199,123.507979497675
Montgomery,Iowa,,242.00867197741297
Louisa,Iowa,,280.924331671953
Lyon,Iowa,,280.731603572948
Madison,Iowa,,61.207002081038105
Mills,Iowa,,112.515719107817
Monona,Iowa,,208.937899013349
Muscatine,Iowa,4.6584646632163,185.167822988937
O'Brien,Iowa,,399.912746309896
Osceola,Iowa,,184.62571332662
Gray,Kansas,,200.400801603206
Palo Alto,Iowa,,123.790231825343
Pocahontas,Iowa,,166.188245958604
Plymouth,Iowa,,278.031536720022
Poweshiek,Iowa,,129.70168612192
Polk,Iowa,15.480973166875598,94.866788667397
Ringgold,Iowa,,224.765018389865
Pottawattamie,Iowa,10.271774020971499,123.382614853121
Sac,Iowa,,154.30511264273198
Sioux,Iowa,,163.534643523167
Story,Iowa,6.42099790592617,39.1280620282752
Shelby,Iowa,,235.725510738607
Scott,Iowa,14.7369569228306,99.4547336405637
Taylor,Iowa,,147.034798235582
Union,Iowa,,187.893145984805
Van Buren,Iowa,,212.947189097104
Wapello,Iowa,9.68021137026239,280.248219851869
Winneshiek,Iowa,,100.045020259117
Warren,Iowa,8.88917621579687,75.7781836552287
Washington,Iowa,,150.239016617346
Wayne,Iowa,,326.036329762459
Webster,Iowa,9.255377646629679,214.46078431372501
Woodbury,Iowa,8.19032761310452,176.515658490694
Worth,Iowa,,54.193198753556395
Wright,Iowa,,191.05238019423697
Allen,Kansas,,97.01673538685421
Atchison,Kansas,13.444802972523698,74.65936663970629
Barber,Kansas,,158.12062344703
Barton,Kansas,7.47104968248039,155.165056829202
Bourbon,Kansas,,137.608366588689
Russell,Kansas,,306.301050175029
Brown,Kansas,,345.04391468004997
Butler,Kansas,12.8882974259372,88.17683191104601
Chase,Kansas,,113.29305135951701
Chautauqua,Kansas,,123.07692307692301
Coffey,Kansas,,171.170069690671
Cherokee,Kansas,10.8165512901196,180.550679572697
Clark,Kansas,,300.902708124373
Clay,Kansas,,287.428142964259
Cloud,Kansas,,273.161848395174
Comanche,Kansas,,294.117647058824
Cowley,Kansas,14.5999337387623,174.745044115962
Crawford,Kansas,7.15292963560933,144.262970786748
Elk,Kansas,,79.0513833992095
Decatur,Kansas,,318.358684117439
Dickinson,Kansas,,129.96859092386
Douglas,Kansas,9.39113577402244,51.52994871543199
Doniphan,Kansas,,157.894736842105
Ellis,Kansas,7.62121191126138,213.637796378664
Ellsworth,Kansas,,294.985250737463
Ford,Kansas,6.4113399117566505,151.699931586305
Franklin,Kansas,12.4859533025347,113.529595991231
Geary,Kansas,5.68899407206818,53.678560151563
Gove,Kansas,,720.789074355083
Graham,Kansas,,201.450443190975
Greenwood,Kansas,32.361412252030696,150.451354062187
Hamilton,Kansas,,0.0
Harper,Kansas,,349.521707137601
Harvey,Kansas,8.64254436506107,113.27659821661999
Hodgeman,Kansas,,278.70680044593104
Jackson,Kansas,,83.516817250019
Jefferson,Kansas,11.621150493898899,136.533109279
Jewell,Kansas,,104.202848211184
Labette,Kansas,12.705735173384399,50.9735956774391
Kearny,Kansas,,286.607608129234
Kingman,Kansas,,167.785234899329
Johnson,Kansas,7.617121786846971,107.07153540581801
Kiowa,Kansas,,161.616161616162
Lane,Kansas,,456.026058631922
Lincoln,Kansas,,135.043889264011
Leavenworth,Kansas,10.9790574479181,67.2717042980504
Linn,Kansas,27.042769179564,41.2243635988869
Lyon,Kansas,7.7910091754115705,207.86262991414398
McPherson,Kansas,6.93332224001775,220.727349169645
Marion,Kansas,,84.1467519353753
Marshall,Kansas,,206.03688060162798
Meade,Kansas,,173.56806347632
Miami,Kansas,16.3161711385062,78.8620498291322
Mitchell,Kansas,,183.97725372135798
Montgomery,Kansas,18.203773035357802,141.380502057872
Morris,Kansas,,302.491103202847
Pottawatomie,Kansas,10.1659592853331,53.3158348029365
Morton,Kansas,,309.238500193274
Nemaha,Kansas,,488.710780959828
Neosho,Kansas,16.0743873185449,99.9562691322546
Ness,Kansas,,545.4545454545449
Norton,Kansas,,484.984144749114
Osage,Kansas,16.3853842372604,100.319769264531
Osborne,Kansas,,87.6936568254896
Ottawa,Kansas,,175.31556802244
Pawnee,Kansas,,155.908949173683
Phillips,Kansas,,324.799388612916
Pratt,Kansas,,250.98210388476602
Rawlins,Kansas,,237.15415019762798
Reno,Kansas,14.8930237274387,183.876899254815
Republic,Kansas,,215.703192407248
Rice,Kansas,,52.4273880675265
Saline,Kansas,15.5953620118742,173.35497196813202
Scott,Kansas,,290.27576197387503
Riley,Kansas,3.4978300000807203,40.4138376980278
Rooks,Kansas,,223.57723577235802
Sedgwick,Kansas,15.7051740344248,100.185643804186
Seward,Kansas,,154.004106776181
Shawnee,Kansas,13.2440965561982,152.08480565371
Sheridan,Kansas,,357.001190003967
Smith,Kansas,,55.81914596706671
Stafford,Kansas,,192.49278152069303
Stanton,Kansas,,299.102691924227
Stevens,Kansas,,127.620783956244
Sumner,Kansas,8.58442784788394,153.26677176388202
Thomas,Kansas,,218.593287900219
Trego,Kansas,,214.05636817695301
Wallace,Kansas,,263.504611330698
Wabaunsee,Kansas,,173.13518972731202
Washington,Kansas,,129.48575656677798
Wilson,Kansas,,117.30205278592399
Breathitt,Kentucky,30.372518944858697,23.752969121140104
Woodson,Kansas,,95.60229445506691
Wyandotte,Kansas,8.29826907869688,137.218988206421
Adair,Kentucky,16.6301150596086,244.766170190605
Carter,Kentucky,38.355153973815206,74.63522036048809
Allen,Kentucky,18.3203162665124,98.52216748768471
Crittenden,Kentucky,,147.626618214854
Hardin,Kentucky,17.2079460003553,53.1732727698769
Anderson,Kentucky,32.3647871116226,43.961841121906204
Hubbard,Minnesota,9.588095420725631,176.818202968685
Ballard,Kentucky,,38.032454361054796
Franklin,Kentucky,33.318128631775195,47.06712949344
Bath,Kentucky,34.1341308800104,96.0
Bourbon,Kentucky,24.9175229988737,10.107135637760301
Barren,Kentucky,12.346356453029001,85.8776469524735
Harlan,Kentucky,35.9881312612004,142.25297962322202
Boone,Kentucky,33.6474798502765,36.6818634386627
Hopkins,Kentucky,16.585412693078197,246.16210893792197
Bell,Kentucky,50.11238439146621,122.925629993854
Boyd,Kentucky,54.4680426430722,70.6365854702684
Boyle,Kentucky,27.414296890148897,69.8602794411178
Bracken,Kentucky,36.0291115221099,36.1315187281705
Calloway,Kentucky,9.838646202282561,82.04917822619929
Leslie,Kentucky,58.886102879720404,20.249063480813998
Perry,Mississippi,18.118329160627198,258.915894095047
McCracken,Kentucky,16.8594261051354,77.9601944418967
Fleming,Kentucky,22.048589579285302,68.5824017557095
Breckinridge,Kentucky,11.9562401610107,24.4176393026322
Rock,Minnesota,,128.824476650564
Mason,Kentucky,44.29988691870971,152.314001171646
Oktibbeha,Mississippi,,173.43255288684503
Bullitt,Kentucky,30.720960508457104,40.403545717224205
Clay,Kentucky,22.2443591206708,100.497462439073
Benzie,Michigan,23.8978537451351,163.233141956546
Butler,Kentucky,29.5669223946095,139.762403913347
Floyd,Kentucky,46.4638824355719,56.1971395655961
Garrard,Kentucky,28.9117613044987,22.6423638627873
Caldwell,Kentucky,20.5280444669025,149.054679532439
Letcher,Kentucky,30.8389063642692,23.198626641302802
Campbell,Kentucky,63.23768272874929,41.6737903915199
Casey,Kentucky,31.584798868000803,173.278049384244
Lewis,Kentucky,25.1479289940828,218.455743879473
Perry,Kentucky,38.475767665556795,93.1749359422315
Carroll,Kentucky,35.419346419849795,94.06452826639071
Carlisle,Kentucky,,21.0084033613445
Pike,Kentucky,37.6652812010599,67.3854447439353
Cumberland,Kentucky,29.755705656559602,105.836105231327
Christian,Kentucky,6.35364381472775,95.08806290004401
Avoyelles,Louisiana,20.5071115733349,271.522518931845
Edmonson,Kentucky,23.089355806973,115.22633744856
Whitley,Kentucky,41.069129334458104,38.6057798367527
Clark,Kentucky,43.42283261611429,44.1221079337065
Elliott,Kentucky,28.9939112786315,13.303179459890899
Clinton,Kentucky,45.099807835601396,195.73302016050098
Jefferson,Louisiana,32.7740957214449,178.96243407407798
Daviess,Kentucky,13.4353079893961,133.975628257036
Jefferson Davis,Louisiana,20.3319185706661,245.473093598572
Lafourche,Louisiana,18.7299848735013,179.27756264470298
Estill,Kentucky,54.4662309368192,0.0
LaSalle,Louisiana,16.0610319213009,221.595487510073
Graves,Kentucky,11.2504620725494,166.371491439918
Fayette,Kentucky,37.7483606201552,53.2257265930584
Douglas,Minnesota,5.351600128438401,173.04213313756802
Grayson,Kentucky,31.9931747893783,143.792333598214
Fulton,Kentucky,,67.0128999832468
St. Martin,Louisiana,8.92362492517169,189.028840935038
Gallatin,Kentucky,75.9633534367663,180.403653173977
Trimble,Kentucky,23.1208526970475,35.414945106835106
Pike,Mississippi,12.077780909054301,216.351048666259
Grant,Kentucky,48.93309802663239,43.8788942518649
Green,Kentucky,,109.679188374006
Loup,Nebraska,,0.0
Greenup,Kentucky,35.743207394376,65.5307994757536
Henry,Kentucky,29.069032633148797,31.00582909587
Hancock,Kentucky,,149.048383398303
Anne Arundel,Maryland,34.061239857280604,78.5520187005597
Baltimore,Maryland,40.4339492884059,135.973022952246
Baltimore,Maryland,40.4339492884059,134.79586850663
Baltimore,Maryland,77.2747489872127,135.973022952246
Baltimore,Maryland,77.2747489872127,134.79586850663
Harrison,Kentucky,61.9923044035913,21.1797098379752
Carroll,Maryland,32.6453582232347,113.388781040921
Somerset,Maryland,30.972217920525303,101.49906308557199
Hickman,Kentucky,,159.817351598174
Hart,Kentucky,22.4981519375194,99.8161281849225
Henderson,Kentucky,10.8391214241738,117.230701172307
Lapeer,Michigan,17.0041807612432,128.985126759277
Charlevoix,Michigan,7.638485746585599,45.9013885170026
Delta,Michigan,6.078691423519009,223.563603845294
Leelanau,Michigan,10.0841568728113,50.549147557557106
Jackson,Kentucky,16.4468765886188,180.05851901868098
Knott,Kentucky,32.2389291517293,94.55626097528031
Cass,Michigan,10.469255286973901,110.066232838357
Knox,Kentucky,32.330455288882106,32.10788248515011
Jefferson,Kentucky,36.83422978085329,85.42471734852109
Larue,Kentucky,,48.617863592165605
Laurel,Kentucky,22.2442082057888,29.5989344383602
Lawrence,Kentucky,31.7653935096948,52.2295488672717
Jessamine,Kentucky,36.581462343957206,88.69999076041759
Gladwin,Michigan,19.7991573478633,161.106526779048
Johnson,Kentucky,23.6024301761441,76.6179917072291
Kenton,Kentucky,62.5199918578615,52.6952418591839
Lee,Kentucky,40.545628312433,243.14467107929198
Lincoln,Kentucky,30.233698316718396,118.131084769237
Charles,Maryland,22.284884390831298,88.20448740329658
Lyon,Kentucky,,146.16321559074302
Faribault,Minnesota,,117.1903610928
Dorchester,Maryland,20.448630561407896,97.0904193679727
Logan,Kentucky,14.134906523631301,166.039406685853
Livingston,Kentucky,,174.026539047205
Frederick,Maryland,27.727368439664396,92.8540880842391
Freeborn,Minnesota,,75.9552194445362
Madison,Kentucky,38.3667369313302,52.695538085969
Magoffin,Kentucky,25.2744648921886,8.22300797631774
Talbot,Maryland,20.374898125509397,53.7909147145047
McCreary,Kentucky,22.695035460992898,69.641924438512
Isanti,Minnesota,12.2815546401249,105.921765691201
Meade,Kentucky,23.9338861591744,24.4995100097998
Martin,Kentucky,40.254272823334105,98.25815096025009
McLean,Kentucky,,260.671228413164
Monroe,Kentucky,20.623968801559897,319.24882629108
McLeod,Minnesota,,130.944752458697
Morgan,Kentucky,,0.0
Marion,Kentucky,15.4042063752875,103.772116432315
Muhlenberg,Kentucky,14.8379438480595,120.828162758801
Nelson,Kentucky,22.468148095934602,51.9109726818506
Marshall,Kentucky,19.231755474639698,102.893890675241
Lenawee,Michigan,22.5146192899579,89.3845669419305
Menifee,Kentucky,,154.10695022345502
Washington,Maryland,41.014496227465294,144.986064124887
Marquette,Michigan,18.842868422941603,80.96073404398871
Metcalfe,Kentucky,23.9741079633995,129.083507099593
Mercer,Kentucky,24.186496492958003,54.71207769115029
Lane,Oregon,18.4812829587396,29.314230226635605
Montgomery,Kentucky,42.4509296034076,74.5818091415989
Oldham,Kentucky,15.9113858205073,94.31278911360951
Pendleton,Kentucky,50.990174055648204,6.854009595613429
Nicholas,Kentucky,,68.7852524418765
Ohio,Kentucky,13.2406487917908,166.708343752605
Owen,Kentucky,54.041966382169896,64.2142922667645
Mahnomen,Minnesota,68.9855493428219,126.65098606839199
Owsley,Kentucky,,226.50056625141602
Todd,Kentucky,17.770597738287602,154.54693346347798
Powell,Kentucky,58.2269882090349,0.0
Pulaski,Kentucky,21.2079155425952,93.8764831714862
Rowan,Kentucky,25.599101554113197,28.6181520850368
Robertson,Kentucky,,474.38330170778
Russell,Kentucky,48.4485206300561,189.70038498019298
Montmorency,Michigan,,171.526586620926
Trigg,Kentucky,19.5187240331261,40.952835983891895
Rockcastle,Kentucky,33.3071634192182,71.8778077268643
Scott,Kentucky,29.413954873780604,42.102308609922105
Simpson,Kentucky,23.191094619666,102.304544475555
Shelby,Kentucky,25.7672189440594,63.23433420365539
Spencer,Kentucky,26.3339807103591,25.8384579608289
Martin,Minnesota,,132.093684905756
Taylor,Kentucky,23.6043904166175,97.01579417129109
Allen,Louisiana,9.35264134179228,304.366488469193
Union,Kentucky,21.543598858189302,69.5361935887629
Assumption,Louisiana,14.1097207157156,141.610707596729
Warren,Kentucky,13.991528765311198,72.9894052492174
Washington,Kentucky,16.5505370649278,148.821827201323
Pontotoc,Mississippi,15.298219669685901,189.59408217815601
Livingston,Michigan,19.736611733097302,54.6889241907341
Wayne,Kentucky,22.419994736175102,132.789062115772
Aroostook,Maine,13.4977317942007,52.1959585414958
Cumberland,Maine,25.2082600668191,50.16898133239321
St. John the Baptist,Louisiana,22.5155885988411,298.80710600648996
Franklin,Louisiana,9.84281031920234,499.62528103922097
Webster,Kentucky,16.704378065632998,115.901715345387
Catahoula,Louisiana,,305.456077522646
Acadia,Louisiana,12.4804792504032,282.05334837617903
Cameron,Louisiana,,57.3641187437258
Bossier,Louisiana,9.50698367175554,184.19540456080398
Wolfe,Kentucky,27.721564605106302,55.889339108565
Caddo,Louisiana,11.429334917342599,250.203993272385
Grant,Louisiana,14.2972031096417,192.058600205458
Woodford,Kentucky,26.0774192558732,14.962220393506401
Luce,Michigan,,0.0
Mackinac,Michigan,,27.780350032410396
Ascension,Louisiana,20.142283771758198,107.421566459196
West Baton Rouge,Louisiana,14.721606669662599,188.928773852258
Concordia,Louisiana,,259.618879484916
Beauregard,Louisiana,7.61830133646772,160.012801024082
De Soto,Louisiana,9.550466870899731,222.117030186069
East Baton Rouge,Louisiana,18.2303453527886,150.88885808493902
Hill,Montana,12.118274357731499,236.593059936909
Bienville,Louisiana,,490.899478891322
Livingston,Louisiana,33.6962306499757,112.22467664377199
Madison,Louisiana,,255.684412382431
Calcasieu,Louisiana,12.972109963578301,155.331406437405
Androscoggin,Maine,24.1940586836199,48.0249729859527
Claiborne,Louisiana,,299.936183790683
Morehouse,Louisiana,20.72697961847,245.23598938650798
Natchitoches,Louisiana,8.197267236035191,193.93049950207
Jefferson,Montana,,57.278455118239094
Plaquemines,Louisiana,28.1656481513093,94.83984998060092
Piscataquis,Maine,21.3338390243324,5.957700327673519
Caldwell,Louisiana,,231.90159306311799
East Carroll,Louisiana,,291.502696399942
East Feliciana,Louisiana,,517.376535145022
Evangeline,Louisiana,17.824994206876898,203.62329690073398
Iberia,Louisiana,17.013989890397,190.462551911786
